loop,domain,checks,status,detail
459,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
460,k10_regression_shield,14,PASS,Regressionsschild intakt
461,k1_first_run_path,11,PASS,Erststartpfad ok
462,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
463,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
464,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
465,k5_help_wiki,11,PASS,Wiki-Topic ok
466,k6_text_quality,191,PASS,en: 40 Werte sauber
467,k7_update_path,6,PASS,Update-Pfad ok
468,k8_key_discipline,60,PASS,Schluesseldisziplin ok
469,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
470,k10_regression_shield,14,PASS,Regressionsschild intakt
471,k1_first_run_path,11,PASS,Erststartpfad ok
472,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
473,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
474,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
475,k5_help_wiki,11,PASS,Wiki-Topic ok
476,k6_text_quality,191,PASS,fr: 40 Werte sauber
477,k7_update_path,6,PASS,Update-Pfad ok
478,k8_key_discipline,60,PASS,Schluesseldisziplin ok
479,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
480,k10_regression_shield,14,PASS,Regressionsschild intakt
481,k1_first_run_path,11,PASS,Erststartpfad ok
482,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
483,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
484,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
485,k5_help_wiki,11,PASS,Wiki-Topic ok
486,k6_text_quality,194,PASS,de: 40 Werte sauber
487,k7_update_path,6,PASS,Update-Pfad ok
488,k8_key_discipline,61,PASS,Schluesseldisziplin ok
489,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
490,k10_regression_shield,14,PASS,Regressionsschild intakt
491,k1_first_run_path,11,PASS,Erststartpfad ok
492,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
493,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
494,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
495,k5_help_wiki,11,PASS,Wiki-Topic ok
496,k6_text_quality,200,PASS,en: 40 Werte sauber
497,k7_update_path,6,PASS,Update-Pfad ok
498,k8_key_discipline,60,PASS,Schluesseldisziplin ok
499,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
500,k10_regression_shield,14,PASS,Regressionsschild intakt
501,k1_first_run_path,11,PASS,Erststartpfad ok
502,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
503,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
504,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
505,k5_help_wiki,11,PASS,Wiki-Topic ok
506,k6_text_quality,200,PASS,fr: 40 Werte sauber
507,k7_update_path,6,PASS,Update-Pfad ok
508,k8_key_discipline,66,PASS,Schluesseldisziplin ok
509,k9_dialog_invariants,3,PASS,export_dialog.py: Invarianten ok
510,k10_regression_shield,14,PASS,Regressionsschild intakt
511,k1_first_run_path,11,PASS,Erststartpfad ok
512,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
513,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
514,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
515,k5_help_wiki,11,PASS,Wiki-Topic ok
516,k6_text_quality,200,PASS,de: 40 Werte sauber
517,k7_update_path,6,PASS,Update-Pfad ok
518,k8_key_discipline,68,PASS,Schluesseldisziplin ok
519,k9_dialog_invariants,3,PASS,favorites_dashboard_dialog.py: Invarianten ok
520,k10_regression_shield,14,PASS,Regressionsschild intakt
521,k1_first_run_path,11,PASS,Erststartpfad ok
522,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
523,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
524,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
525,k5_help_wiki,11,PASS,Wiki-Topic ok
526,k6_text_quality,188,PASS,en: 40 Werte sauber
527,k7_update_path,6,PASS,Update-Pfad ok
528,k8_key_discipline,62,PASS,Schluesseldisziplin ok
529,k9_dialog_invariants,3,PASS,global_search_dialog.py: Invarianten ok
530,k10_regression_shield,14,PASS,Regressionsschild intakt
531,k1_first_run_path,11,PASS,Erststartpfad ok
532,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
533,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
534,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
535,k5_help_wiki,11,PASS,Wiki-Topic ok
536,k6_text_quality,170,PASS,fr: 40 Werte sauber
537,k7_update_path,6,PASS,Update-Pfad ok
538,k8_key_discipline,70,PASS,Schluesseldisziplin ok
539,k9_dialog_invariants,1,PASS,help_content.py: Invarianten ok
540,k10_regression_shield,14,PASS,Regressionsschild intakt
541,k1_first_run_path,11,PASS,Erststartpfad ok
542,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
543,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
544,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
545,k5_help_wiki,11,PASS,Wiki-Topic ok
546,k6_text_quality,200,PASS,de: 40 Werte sauber
547,k7_update_path,6,PASS,Update-Pfad ok
548,k8_key_discipline,60,PASS,Schluesseldisziplin ok
549,k9_dialog_invariants,3,PASS,help_dialog.py: Invarianten ok
550,k10_regression_shield,14,PASS,Regressionsschild intakt
551,k1_first_run_path,11,PASS,Erststartpfad ok
552,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
553,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
554,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
555,k5_help_wiki,11,PASS,Wiki-Topic ok
556,k6_text_quality,182,PASS,en: 40 Werte sauber
557,k7_update_path,6,PASS,Update-Pfad ok
558,k8_key_discipline,60,PASS,Schluesseldisziplin ok
559,k9_dialog_invariants,3,PASS,language_select_dialog.py: Invarianten ok
560,k10_regression_shield,14,PASS,Regressionsschild intakt
561,k1_first_run_path,11,PASS,Erststartpfad ok
562,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
563,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
564,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
565,k5_help_wiki,11,PASS,Wiki-Topic ok
566,k6_text_quality,200,PASS,fr: 40 Werte sauber
567,k7_update_path,6,PASS,Update-Pfad ok
568,k8_key_discipline,60,PASS,Schluesseldisziplin ok
569,k9_dialog_invariants,7,PASS,login_dialog.py: Invarianten ok
570,k10_regression_shield,14,PASS,Regressionsschild intakt
571,k1_first_run_path,11,PASS,Erststartpfad ok
572,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
573,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
574,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
575,k5_help_wiki,11,PASS,Wiki-Topic ok
576,k6_text_quality,200,PASS,de: 40 Werte sauber
577,k7_update_path,6,PASS,Update-Pfad ok
578,k8_key_discipline,65,PASS,Schluesseldisziplin ok
579,k9_dialog_invariants,5,PASS,main_window.py: Invarianten ok
580,k10_regression_shield,14,PASS,Regressionsschild intakt
581,k1_first_run_path,11,PASS,Erststartpfad ok
582,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
583,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
584,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
585,k5_help_wiki,11,PASS,Wiki-Topic ok
586,k6_text_quality,200,PASS,en: 40 Werte sauber
587,k7_update_path,6,PASS,Update-Pfad ok
588,k8_key_discipline,60,PASS,Schluesseldisziplin ok
589,k9_dialog_invariants,3,PASS,month_close_dialog.py: Invarianten ok
590,k10_regression_shield,14,PASS,Regressionsschild intakt
591,k1_first_run_path,11,PASS,Erststartpfad ok
592,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
593,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
594,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
595,k5_help_wiki,11,PASS,Wiki-Topic ok
596,k6_text_quality,200,PASS,fr: 40 Werte sauber
597,k7_update_path,6,PASS,Update-Pfad ok
598,k8_key_discipline,62,PASS,Schluesseldisziplin ok
599,k9_dialog_invariants,3,PASS,quick_add_dialog.py: Invarianten ok
600,k10_regression_shield,14,PASS,Regressionsschild intakt
601,k1_first_run_path,11,PASS,Erststartpfad ok
602,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
603,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
604,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
605,k5_help_wiki,11,PASS,Wiki-Topic ok
606,k6_text_quality,200,PASS,de: 40 Werte sauber
607,k7_update_path,6,PASS,Update-Pfad ok
608,k8_key_discipline,60,PASS,Schluesseldisziplin ok
609,k9_dialog_invariants,1,PASS,reauth.py: Invarianten ok
610,k10_regression_shield,14,PASS,Regressionsschild intakt
611,k1_first_run_path,11,PASS,Erststartpfad ok
612,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
613,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
614,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
615,k5_help_wiki,11,PASS,Wiki-Topic ok
616,k6_text_quality,200,PASS,en: 40 Werte sauber
617,k7_update_path,6,PASS,Update-Pfad ok
618,k8_key_discipline,57,PASS,Schluesseldisziplin ok
619,k9_dialog_invariants,3,PASS,recurring_bookings_dialog.py: Invarianten ok
620,k10_regression_shield,14,PASS,Regressionsschild intakt
621,k1_first_run_path,11,PASS,Erststartpfad ok
622,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
623,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
624,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
625,k5_help_wiki,11,PASS,Wiki-Topic ok
626,k6_text_quality,95,PASS,fr: 19 Werte sauber
627,k7_update_path,6,PASS,Update-Pfad ok
628,k8_key_discipline,14,PASS,Schluesseldisziplin ok
629,k9_dialog_invariants,3,PASS,restore_key_dialog.py: Invarianten ok
630,k10_regression_shield,14,PASS,Regressionsschild intakt
631,k1_first_run_path,11,PASS,Erststartpfad ok
632,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
633,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
634,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
635,k5_help_wiki,11,PASS,Wiki-Topic ok
636,k6_text_quality,200,PASS,de: 40 Werte sauber
637,k7_update_path,6,PASS,Update-Pfad ok
638,k8_key_discipline,61,PASS,Schluesseldisziplin ok
639,k9_dialog_invariants,1,PASS,savings_goal_messages.py: Invarianten ok
640,k10_regression_shield,14,PASS,Regressionsschild intakt
641,k1_first_run_path,11,PASS,Erststartpfad ok
642,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
643,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
644,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
645,k5_help_wiki,11,PASS,Wiki-Topic ok
646,k6_text_quality,194,PASS,en: 40 Werte sauber
647,k7_update_path,6,PASS,Update-Pfad ok
648,k8_key_discipline,61,PASS,Schluesseldisziplin ok
649,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
650,k10_regression_shield,14,PASS,Regressionsschild intakt
651,k1_first_run_path,11,PASS,Erststartpfad ok
652,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
653,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
654,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
655,k5_help_wiki,11,PASS,Wiki-Topic ok
656,k6_text_quality,197,PASS,fr: 40 Werte sauber
657,k7_update_path,6,PASS,Update-Pfad ok
658,k8_key_discipline,60,PASS,Schluesseldisziplin ok
659,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
660,k10_regression_shield,14,PASS,Regressionsschild intakt
661,k1_first_run_path,11,PASS,Erststartpfad ok
662,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
663,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
664,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
665,k5_help_wiki,11,PASS,Wiki-Topic ok
666,k6_text_quality,185,PASS,de: 40 Werte sauber
667,k7_update_path,6,PASS,Update-Pfad ok
668,k8_key_discipline,60,PASS,Schluesseldisziplin ok
669,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
670,k10_regression_shield,14,PASS,Regressionsschild intakt
671,k1_first_run_path,11,PASS,Erststartpfad ok
672,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
673,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
674,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
675,k5_help_wiki,11,PASS,Wiki-Topic ok
676,k6_text_quality,182,PASS,en: 40 Werte sauber
677,k7_update_path,6,PASS,Update-Pfad ok
678,k8_key_discipline,60,PASS,Schluesseldisziplin ok
679,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
680,k10_regression_shield,14,PASS,Regressionsschild intakt
681,k1_first_run_path,11,PASS,Erststartpfad ok
682,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
683,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
684,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
685,k5_help_wiki,11,PASS,Wiki-Topic ok
686,k6_text_quality,200,PASS,fr: 40 Werte sauber
687,k7_update_path,6,PASS,Update-Pfad ok
688,k8_key_discipline,60,PASS,Schluesseldisziplin ok
689,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
690,k10_regression_shield,14,PASS,Regressionsschild intakt
691,k1_first_run_path,11,PASS,Erststartpfad ok
692,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
693,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
694,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
695,k5_help_wiki,11,PASS,Wiki-Topic ok
696,k6_text_quality,191,PASS,de: 40 Werte sauber
697,k7_update_path,6,PASS,Update-Pfad ok
698,k8_key_discipline,62,PASS,Schluesseldisziplin ok
699,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
700,k10_regression_shield,14,PASS,Regressionsschild intakt
701,k1_first_run_path,11,PASS,Erststartpfad ok
702,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
703,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
704,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
705,k5_help_wiki,11,PASS,Wiki-Topic ok
706,k6_text_quality,200,PASS,en: 40 Werte sauber
707,k7_update_path,6,PASS,Update-Pfad ok
708,k8_key_discipline,68,PASS,Schluesseldisziplin ok
709,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
710,k10_regression_shield,14,PASS,Regressionsschild intakt
711,k1_first_run_path,11,PASS,Erststartpfad ok
712,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
713,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
714,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
715,k5_help_wiki,11,PASS,Wiki-Topic ok
716,k6_text_quality,200,PASS,fr: 40 Werte sauber
717,k7_update_path,6,PASS,Update-Pfad ok
718,k8_key_discipline,62,PASS,Schluesseldisziplin ok
719,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
720,k10_regression_shield,14,PASS,Regressionsschild intakt
721,k1_first_run_path,11,PASS,Erststartpfad ok
722,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
723,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
724,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
725,k5_help_wiki,11,PASS,Wiki-Topic ok
726,k6_text_quality,200,PASS,de: 40 Werte sauber
727,k7_update_path,6,PASS,Update-Pfad ok
728,k8_key_discipline,61,PASS,Schluesseldisziplin ok
729,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
730,k10_regression_shield,14,PASS,Regressionsschild intakt
731,k1_first_run_path,11,PASS,Erststartpfad ok
732,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
733,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
734,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
735,k5_help_wiki,11,PASS,Wiki-Topic ok
736,k6_text_quality,197,PASS,en: 40 Werte sauber
737,k7_update_path,6,PASS,Update-Pfad ok
738,k8_key_discipline,60,PASS,Schluesseldisziplin ok
739,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
740,k10_regression_shield,14,PASS,Regressionsschild intakt
741,k1_first_run_path,11,PASS,Erststartpfad ok
742,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
743,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
744,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
745,k5_help_wiki,11,PASS,Wiki-Topic ok
746,k6_text_quality,200,PASS,fr: 40 Werte sauber
747,k7_update_path,6,PASS,Update-Pfad ok
748,k8_key_discipline,60,PASS,Schluesseldisziplin ok
749,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
750,k10_regression_shield,14,PASS,Regressionsschild intakt
751,k1_first_run_path,11,PASS,Erststartpfad ok
752,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
753,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
754,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
755,k5_help_wiki,11,PASS,Wiki-Topic ok
756,k6_text_quality,200,PASS,de: 40 Werte sauber
757,k7_update_path,6,PASS,Update-Pfad ok
758,k8_key_discipline,60,PASS,Schluesseldisziplin ok
759,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
760,k10_regression_shield,14,PASS,Regressionsschild intakt
761,k1_first_run_path,11,PASS,Erststartpfad ok
762,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
763,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
764,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
765,k5_help_wiki,11,PASS,Wiki-Topic ok
766,k6_text_quality,200,PASS,en: 40 Werte sauber
767,k7_update_path,6,PASS,Update-Pfad ok
768,k8_key_discipline,60,PASS,Schluesseldisziplin ok
769,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
770,k10_regression_shield,14,PASS,Regressionsschild intakt
771,k1_first_run_path,11,PASS,Erststartpfad ok
772,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
773,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
774,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
775,k5_help_wiki,11,PASS,Wiki-Topic ok
776,k6_text_quality,200,PASS,fr: 40 Werte sauber
777,k7_update_path,6,PASS,Update-Pfad ok
778,k8_key_discipline,71,PASS,Schluesseldisziplin ok
779,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
780,k10_regression_shield,14,PASS,Regressionsschild intakt
781,k1_first_run_path,11,PASS,Erststartpfad ok
782,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
783,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
784,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
785,k5_help_wiki,11,PASS,Wiki-Topic ok
786,k6_text_quality,194,PASS,de: 40 Werte sauber
787,k7_update_path,6,PASS,Update-Pfad ok
788,k8_key_discipline,70,PASS,Schluesseldisziplin ok
789,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
790,k10_regression_shield,14,PASS,Regressionsschild intakt
791,k1_first_run_path,11,PASS,Erststartpfad ok
792,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
793,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
794,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
795,k5_help_wiki,11,PASS,Wiki-Topic ok
796,k6_text_quality,200,PASS,en: 40 Werte sauber
797,k7_update_path,6,PASS,Update-Pfad ok
798,k8_key_discipline,60,PASS,Schluesseldisziplin ok
799,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
800,k10_regression_shield,14,PASS,Regressionsschild intakt
801,k1_first_run_path,11,PASS,Erststartpfad ok
802,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
803,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
804,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
805,k5_help_wiki,11,PASS,Wiki-Topic ok
806,k6_text_quality,200,PASS,fr: 40 Werte sauber
807,k7_update_path,6,PASS,Update-Pfad ok
808,k8_key_discipline,60,PASS,Schluesseldisziplin ok
809,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
810,k10_regression_shield,14,PASS,Regressionsschild intakt
811,k1_first_run_path,11,PASS,Erststartpfad ok
812,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
813,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
814,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
815,k5_help_wiki,11,PASS,Wiki-Topic ok
816,k6_text_quality,200,PASS,de: 40 Werte sauber
817,k7_update_path,6,PASS,Update-Pfad ok
818,k8_key_discipline,61,PASS,Schluesseldisziplin ok
819,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
820,k10_regression_shield,14,PASS,Regressionsschild intakt
821,k1_first_run_path,11,PASS,Erststartpfad ok
822,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
823,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
824,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
825,k5_help_wiki,11,PASS,Wiki-Topic ok
826,k6_text_quality,194,PASS,en: 40 Werte sauber
827,k7_update_path,6,PASS,Update-Pfad ok
828,k8_key_discipline,78,PASS,Schluesseldisziplin ok
829,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
830,k10_regression_shield,14,PASS,Regressionsschild intakt
831,k1_first_run_path,11,PASS,Erststartpfad ok
832,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
833,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
834,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
835,k5_help_wiki,11,PASS,Wiki-Topic ok
836,k6_text_quality,200,PASS,fr: 40 Werte sauber
837,k7_update_path,6,PASS,Update-Pfad ok
838,k8_key_discipline,60,PASS,Schluesseldisziplin ok
839,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
840,k10_regression_shield,14,PASS,Regressionsschild intakt
841,k1_first_run_path,11,PASS,Erststartpfad ok
842,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
843,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
844,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
845,k5_help_wiki,11,PASS,Wiki-Topic ok
846,k6_text_quality,200,PASS,de: 40 Werte sauber
847,k7_update_path,6,PASS,Update-Pfad ok
848,k8_key_discipline,60,PASS,Schluesseldisziplin ok
849,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
850,k10_regression_shield,14,PASS,Regressionsschild intakt
851,k1_first_run_path,11,PASS,Erststartpfad ok
852,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
853,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
854,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
855,k5_help_wiki,11,PASS,Wiki-Topic ok
